wav/SSB00050112.wav	ji2 bian4  shi4 yi4 xie1  gao1 jia4  di1 lian2 de5  bie2 shu4  xiang4 mu5 	SSB0005
wav/SSB00090181.wav	na4 hen3  bu4 ming2 zhi4 	SSB0009
wav/SSB00110401.wav	san1 bai3 ling2  wu3 qian1  san1 bai3  san1 shi2 si4 	SSB0011
wav/SSB00120415.wav	xin1 wen2 shang4  dou1 zai4  bao1 ne5 	SSB0012
wav/SSB00160485.wav	lun2 dun1 wei3  lie4 zhong4  cheng2 shi4  zhi1 shou3 	SSB0016
wav/SSB00180170.wav	que4  cun2 zai4  dui4  ji1 jin1  chi2 you3 ren2  zhong1 xiao3  tou2 zi1 zhe3  li4 yi4  kao3 lv4  bu4 zu2 de5  qing2 kuang4 	SSB0018
wav/SSB00330433.wav	sui2 bian4  sou1  yi4 shou3  cang1 lang4  zhi1 ge1 	SSB0033
wav/SSB00380324.wav	da4 xue2 sheng1  wang3 gou4  bi4 ye4  she4 ji4  zuo4 pin3  hou4  lai4 zhang4  mai4 jia1  ju3 bao4  qi2  zuo4 bi4 	SSB0038
wav/SSB00430378.wav	san1 bai3  er4 shi2 ba1 wan4  yi1 qian1  yi1 bai3  san1 shi2 ba1 dian3  si4 ba1 	SSB0043
wav/SSB00570140.wav	jia1 kuai4  fa1 zhan3  xian4 dai4  bao2 xian3  fu2 wu4 ye4 	SSB0057
wav/SSB00730374.wav	xian4 zai4  zhe4 ge4  bu4 men2  hai2 zai4  yan2 jiu1  yue4 qiu2  tan4 ce4 qi4  he2  zi4 dong4  jia4 shi3  qi4 che1 	SSB0073
wav/SSB00800191.wav	liang3 wei4  zhu4 zhen4  jia1 bin1 de5  chu1 xian4  rang4  guan1 zhong4 men2  da4 gan3  jing1 xi3  you4  po1 wei2  gan3 dong4 	SSB0080
wav/SSB01120364.wav	ni2  zhi3 yao4  ai4 wo3  jiu4 gou4 le5 	SSB0112
wav/SSB01220373.wav	wei4  jing1 ji4  fa1 zhan3  zhi4 ding4  xiang1 guan1  zheng4 ce4  ti2 gong1  shu4 ju4  yi1 ju4 	SSB0122
wav/SSB01330012.wav	shi4 pin2  jie2 tu2  xin1 jin1 bao4  kuai4 xu4  ji4 zhe3  lin2 fei1 ran2  zuo2 wan2 qi3 	SSB0133
wav/SSB01390308.wav	di2 ka3 nong2  yun4 dong4  zhuan1 ye4  chao1 si4 	SSB0139
wav/SSB01450004.wav	zhe4 fen4  xi1 wang4  zhong1 xiao2  gu3 dong1  yi2 zhi4  xing2 dong4 de5  chang4 yi4 shu1  bei4  guang3 fan4  chuan2 bo1 	SSB0145
wav/SSB01490418.wav	feng1 fu4  xiang1 gang3  ren2 min2 bi4  fa1 zai4  zhu2 ti3 	SSB0149
wav/SSB01930310.wav	jiu3 yue4  yi1 ri4  tong1 xun4  gong1 si1 de5  ting2 ji1 ling4  jiang1 jin4 	SSB0193
wav/SSB01970187.wav	wo3 men5  yi3 jing1  tong3 yi1  an4 zhao4  xin1 de5  zheng4 ce4  chu4 li3 le5 	SSB0197
wav/SSB02000375.wav	jia1 qiang2  dian4 hua4  xiao1 shou4  guo4 cheng2  guan2 li3 	SSB0200
wav/SSB02410470.wav	xi1 ma3 zhuang1  xue2 xiao4 	SSB0241
wav/SSB02460212.wav	sui2 zhe5  wo3 guo2  ren2 kou3  jie2 gou4  qu1 shi4 xing4  bian4 hua4 	SSB0246
wav/SSB02610484.wav	na3 ge4  zhe4 me5  da4 de5  dan3 zi5 	SSB0261
wav/SSB02670376.wav	wo3 xiang1 xin4  hen2 hao3 chi5 	SSB0267
wav/SSB02730076.wav	nan2 yang2  da4 xia4  ting2 che1 chang3 	SSB0273
wav/SSB02870480.wav	yi4 ming2  liu4 ling2 sui4  zuo3 you4 de5  gong1 ren2  dang1 chang3  si3 wang2 	SSB0287
wav/SSB02880065.wav	er2 zai4  wu2 hu2 shi4  fan2 chang1 xian4  ye2 you3  yi4 ming2  gong1 jiao1  si1 ji1 	SSB0288
wav/SSB02990372.wav	sou1 suo3  xia4 bang1 mang2 	SSB0299
wav/SSB03070366.wav	ling2 dian3  san1 san1 	SSB0307
